Time,Demand_s1,GasBase_s1,GasOption_s1,GasPeak_s1,SolarPower_s1,SpotMarket_s1,WindPower_s1,Demand_s2,GasBase_s2,GasOption_s2,GasPeak_s2,SolarPower_s2,SpotMarket_s2,WindPower_s2,Demand_s3,GasBase_s3,GasOption_s3,GasPeak_s3,SolarPower_s3,SpotMarket_s3,WindPower_s3,Demand_s4,GasBase_s4,GasOption_s4,GasPeak_s4,SolarPower_s4,SpotMarket_s4,WindPower_s4,Demand_s5,GasBase_s5,GasOption_s5,GasPeak_s5,SolarPower_s5,SpotMarket_s5,WindPower_s5
2021-01-01 11:45:00,9.576,9.999999999976113,1.2560691708297841e-11,0.0,0.49,-0.751571586341196,0.0,9.85824,9.999999999976113,1.2557822347899404e-11,0.0,0.57,-0.38306073199421065,0.0,9.98208,9.999999999976113,2.5723441169138607e-11,0.0,0.54,-0.5579200000030065,0.0,10.1376,9.999999999976113,1.2733429626293705e-11,0.0,0.36,-0.110878421093149,0.0,9.69408,9.999999999976113,1.2842714293151642e-11,0.0,0.55,-0.5807807973612352,0.0
2021-01-01 12:00:00,9.619200000000001,9.999999999976113,1.2558489757747296e-11,0.0,0.5,-0.718213640156726,0.0,9.91008,9.999999999976113,1.274295553533191e-11,0.0,0.56,-0.3263309062742966,0.0,9.95616,9.999999999976113,2.5009866944157512e-11,0.0,0.54,-0.5838400000022477,0.0,10.008,9.999999999976113,1.2625909178195697e-11,0.0,0.51,-0.3879241626896083,0.0,9.73152,9.999999999976113,1.298558996731211e-11,0.0,0.57,-0.5661610947004032,0.0
2021-01-01 12:15:00,9.60192,9.999999999976113,1.284987491877695e-11,0.0,0.31,-0.5600369074224222,0.0,9.91008,9.999999999976113,1.2297192865011623e-11,0.0,0.56,-0.2863984181264715,0.0,9.99072,9.999999999976113,2.5426079931090183e-11,0.0,0.49,-0.4992800000026894,0.0,9.99072,9.999999999976113,1.2690150071362475e-11,0.0,0.33,-0.22674853283998667,0.0,9.7056,9.999999999976113,1.3495517144892225e-11,0.0,0.57,-0.5997703955063555,0.0
2021-01-01 12:30:00,9.619200000000001,9.999999999976113,1.2841884826541664e-11,0.0,0.27,-0.5024225766534253,0.0,9.83808,9.999999999976113,1.1941375921498808e-11,0.0,0.54,-0.23547327076376146,0.0,10.02528,9.999999999976113,2.5500945966117838e-11,0.0,0.52,-0.4947200000027684,0.0,10.06848,9.999999999976113,1.2644065793124529e-11,0.0,0.15,0.032113621129857495,0.0,9.774719999999999,9.999999999976113,1.2921990187308632e-11,0.0,0.57,-0.5217451255549513,0.0
2021-01-01 12:45:00,9.619200000000001,9.999999999976113,1.2703825290846276e-11,0.0,0.29,-0.5163289439465797,0.0,9.826559999999999,9.999999999976113,1.2317790981909156e-11,0.0,0.55,-0.363396095434812,0.0,10.02528,9.999999999976113,2.5890150054016435e-11,0.0,0.53,-0.5047200000031876,0.0,10.008,9.999999999976113,1.2596579590662483e-11,0.0,0.1,0.022865577539416097,0.0,9.809280000000001,9.999999999976113,1.3078109438291598e-11,0.0,0.55,-0.4700615578417347,0.0
2021-01-01 13:00:00,9.636479999999999,9.999999999976113,1.2613554853358703e-11,0.0,0.35,-0.5546908111425651,0.0,9.92736,9.999999999976113,1.3024953673896126e-11,0.0,0.57,-0.3195786392905462,0.0,10.051200000000001,9.999999999976113,2.59746495601346e-11,0.0,0.42,-0.3688000000032561,0.0,10.0224,9.999999999976113,1.2762736390999465e-11,0.0,0.06,0.07325102550214517,0.0,9.792,9.999999999976113,1.286616763980002e-11,0.0,0.54,-0.4733459435929394,0.0
2021-01-01 13:15:00,9.68832,9.999999999976113,1.2937968663501466e-11,0.0,0.26,-0.427209222143194,0.0,9.999360000000001,9.999999999976113,1.295634271892682e-11,0.0,0.54,-0.217374481497545,0.0,10.06848,9.999999999976113,2.593538328744986e-11,0.0,0.3,-0.2315200000032117,0.0,9.99072,9.999999999976113,1.2796211796425907e-11,0.0,0.02,0.08081774985733528,0.0,9.78336,9.999999999976113,1.2859467154781576e-11,0.0,0.52,-0.4618482764099243,0.0
2021-01-01 13:30:00,9.78336,9.999999999976113,1.253867655871687e-11,0.0,0.18,-0.23261412763813452,0.0,10.056959999999998,9.999999999976113,1.2966866202551009e-11,0.0,0.48,-0.09980298039801416,0.0,10.06848,9.999999999976113,2.598910745360767e-11,0.0,0.26,-0.19152000000326924,0.0,10.06848,9.999999999976113,1.2751573476682578e-11,0.0,0.01,0.1695851738936086,0.0,9.7488,9.999999999976113,1.289966455916229e-11,0.0,0.5,-0.4772234488957938,0.0
2021-01-01 13:45:00,9.80064,9.999999999976113,1.2533541238354229e-11,0.0,0.08,-0.11495552345516892,0.0,9.89568,9.999999999976113,1.299065415799882e-11,0.0,0.46,-0.2411509742700565,0.0,10.0944,9.999999999976113,2.6071825431660258e-11,0.0,0.18,-0.08560000000335752,0.0,10.051200000000001,9.999999999976113,1.2705509419629732e-11,0.0,0.0,0.1633702759151637,0.0,9.71424,9.999999999976113,1.2847181988369688e-11,0.0,0.48,-0.490713950616161,0.0
2021-01-01 14:00:00,9.7488,9.999999999976113,1.1973171530768079e-11,0.0,0.08,-0.10039997967425017,0.0,9.8352,9.999999999976113,1.3075692881029325e-11,0.0,0.46,-0.3019177913482808,0.0,10.06848,9.999999999976113,2.6113277985926808e-11,0.0,0.24,-0.17152000000340092,0.0,10.03392,9.999999999976113,1.252535629385002e-11,0.0,0.0,0.15098439811790648,0.0,9.71424,9.999999999976113,1.3115414974224648e-11,0.0,0.46,-0.4757358001688752,0.0
